gene_id	E04C01	E04C02	E04C03	E04C04	E04C05	E04C06	E04C07	E04C08	E04C09	E04C10	E04C11	E04C12
LOC124906150	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2A	488	564	530	430	540	326	593	475	407	447	390	447
ORC4	1009	1024	994	942	995	672	1322	1023	868	931	906	1032
LOC105373674	1	0	0	0	0	0	1	0	0	0	0	2
MBD5	659	652	732	602	626	429	798	663	512	560	513	673
LOC105373673	0	0	0	0	2	0	0	0	0	0	2	0
LOC124900532	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907896	0	0	2	0	5	0	0	0	0	1	1	0
EPC2	656	673	806	620	712	455	857	723	402	629	621	673
LOC101928526	0	0	0	0	0	0	0	0	0	0	0	0
KIF5C-AS1	1	1	0	0	0	0	4	0	1	0	1	0
KIF5C	10	15	9	7	15	16	11	16	24	10	13	13
LOC101928553	0	0	0	0	0	0	0	0	0	0	0	0
LYPD6B	472	410	334	338	351	292	415	378	548	346	338	380
LOC105373677	0	0	0	0	1	0	0	0	4	0	0	0
LOC105373679	0	0	0	0	0	0	0	0	0	0	0	0
LYPD6	347	345	321	281	360	233	503	475	315	355	314	415
MIR9899	0	0	0	0	0	0	0	0	0	0	0	0
MMADHC	2908	2962	2998	2635	3135	1994	3948	3016	3259	2624	2738	2908
MMADHC-DT	52	49	56	28	68	45	45	36	48	34	46	69
LOC105373680	0	0	0	0	0	0	1	0	0	0	0	0
LINC01931	7	6	1	5	3	1	2	6	2	18	10	4
LOC105373682	0	0	0	0	0	0	0	0	0	0	1	3
LINC01818	0	0	3	0	0	0	0	3	0	0	0	0
LINC01817	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373685	0	0	0	0	0	0	0	0	0	0	0	0
RND3	2157	2156	2175	1865	2087	1254	2789	2227	1806	2001	2145	2411
LINC01920	0	0	0	0	0	0	0	0	0	0	0	0
LINC02612	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373686	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985826	0	0	0	0	0	0	0	0	0	0	0	0
RBM43	222	221	224	175	202	163	269	249	132	170	168	266
NMI	258	251	258	219	243	161	296	263	239	205	196	235
LOC107985827	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929319	0	0	0	0	0	0	0	0	0	0	0	0
TNFAIP6	1	0	0	0	0	0	0	0	1	0	0	0
MIR4773-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR4773-1	0	0	0	0	0	0	0	0	0	0	0	0
RIF1	2092	2002	2158	1724	2241	1412	2606	1828	1228	1910	1730	2079
NEB	457	467	562	469	553	364	577	457	336	578	513	603
LOC124906081	10	11	18	11	7	7	8	7	7	4	2	5
ARL5A	2230	2236	2109	1982	2149	1500	2571	2018	1274	1847	1796	2092
CACNB4	27	23	20	28	25	24	27	34	19	48	21	29
STAM2	960	1143	1123	842	1147	708	1217	1139	773	952	876	934
LOC105373689	2	2	1	0	2	0	1	0	2	0	3	8
LOC105373688	0	0	0	0	0	0	0	0	0	0	0	0
FMNL2	1559	1797	1740	1357	1648	1127	2164	1922	1147	1691	1684	1924
PRPF40A	5074	5311	5102	4098	4805	3123	5938	4776	3255	4441	4159	4832
ARL6IP6	562	613	548	482	492	344	785	689	545	495	452	533
LOC105373691	0	0	0	0	0	0	0	0	0	0	0	0
GALNT13	2	0	3	4	0	2	4	3	3	6	5	5
LOC124900522	2	0	0	1	0	1	0	0	0	0	0	0
RPRM	3	1	0	0	2	1	1	0	0	0	0	0
GALNT13-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373694	0	0	1	0	0	0	0	0	0	0	0	0
LOC105373693	0	8	3	0	0	0	0	2	0	2	3	0
KCNJ3	0	3	2	2	2	8	3	0	3	7	0	0
LOC105373696	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985952	0	0	0	0	0	0	0	0	0	0	0	0
LOC124908060	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373698	0	0	0	0	0	0	0	0	0	0	0	0
LOC124908061	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373699	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373700	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985953	4	0	1	2	1	0	1	0	0	0	0	0
LOC107985828	12	10	7	2	2	5	6	5	7	2	4	16
LOC105373703	39	56	44	41	34	20	60	57	72	25	49	31
LINC01876	181	170	228	104	166	89	192	157	100	167	136	144
NR4A2	54	46	59	30	41	41	54	23	38	31	46	41
FLJ46875	127	163	132	98	122	88	104	87	80	60	72	58
LOC124906082	22	16	24	6	7	9	5	11	19	17	9	8
GPD2	3021	3329	3293	2951	3419	2115	4004	3250	1963	3025	2835	3204
TRA-CGC3-1	0	0	0	0	0	0	0	0	0	0	0	0
TRG-GCC2-2	0	0	0	1	0	0	0	0	0	0	0	0
LOC124906173	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906170	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373707	5	2	11	7	7	8	13	8	17	5	5	3
LINC01958	0	0	0	0	0	0	0	0	0	0	2	0
LOC124907897	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373710	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373709	0	0	0	0	0	0	0	0	0	0	0	0
GALNT5	984	1063	1183	904	1078	791	1279	1102	800	1204	1030	1092
ERMN	2	0	3	0	7	0	3	0	0	0	0	0
FAM133DP	6	4	7	15	8	5	8	7	8	10	3	9
CYTIP	3	6	8	3	2	2	4	16	21	0	7	8
LOC105373712	0	0	0	1	3	1	1	0	0	0	0	5
ACVR1C	182	248	207	189	238	160	276	228	126	122	198	158
LOC124907898	2	0	8	0	0	0	0	0	0	0	1	3
ACVR1	381	385	357	327	358	233	539	407	279	375	311	421
LOC124907899	8	14	5	21	4	6	7	10	38	8	6	6
LOC105373714	1	1	0	1	0	1	3	0	0	2	1	7
UPP2	3	2	7	0	7	3	7	5	5	8	0	0
CCDC148-AS1	0	0	0	0	0	0	0	0	0	0	1	0
CCDC148	23	15	28	11	26	6	32	11	36	17	8	18
PKP4	3799	4145	3997	3323	3919	2412	4917	4154	3267	3789	3584	4133
LOC124907900	15	7	5	3	9	5	5	11	4	16	8	9
LOC105373715	7	6	7	9	9	9	14	4	7	20	11	18
PKP4-AS1	43	38	41	23	26	21	42	19	20	53	17	43
DAPL1	8	16	27	8	21	3	12	9	7	9	12	12
LOC124907901	0	0	0	0	0	2	0	0	0	0	0	0
TANC1	1273	1453	1537	1310	1507	949	1725	1546	981	1449	1326	1371
MIR6888	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373716	145	177	164	121	135	97	153	141	153	109	106	90
WDSUB1	486	509	474	412	475	412	765	621	505	492	536	533
BAZ2B	1485	1575	1580	1200	1465	1035	1768	1406	647	1342	1374	1333
BAZ2B-AS1	33	42	26	24	25	24	35	43	43	34	27	35
MARCHF7	2517	2495	2591	2178	2603	1727	3169	2547	1905	2320	2339	2709
LY75-CD302	0	0	0	0	0	0	0	0	0	0	0	0
CD302	7	4	5	1	1	5	12	8	6	3	6	0
LOC124906083	49	61	64	64	51	36	64	43	69	72	61	58
LY75	1058	1074	1040	822	1080	694	1480	1130	1084	923	955	1050
PLA2R1	527	617	695	560	537	284	752	537	388	497	495	424
LOC105373717	2	2	2	2	4	1	7	0	0	1	2	0
ITGB6	484	451	466	415	520	323	542	524	296	538	482	425
LINC02478	14	7	10	6	2	1	3	5	9	3	7	14
RBMS1	2292	2457	2244	1801	2331	1479	2940	2327	1570	2146	2227	2234
MIR4785	47	30	48	53	29	23	46	30	12	21	52	62
LOC105373718	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907902	0	0	0	0	0	0	0	0	0	0	0	0
TANK-AS1	0	0	0	0	0	0	0	0	0	0	1	0
TANK	1240	1257	1363	959	1166	855	1489	1277	1163	1171	1018	1160
PSMD14-DT	11	8	11	7	9	3	7	7	9	9	2	15
LINC01806	65	79	50	63	67	34	73	53	30	38	43	25
PSMD14	1817	1729	1650	1430	1838	1072	2299	1689	1613	1577	1464	1618
TBR1	0	0	0	0	0	0	0	6	2	0	0	0
AHCTF1P1	7	9	7	1	12	10	6	8	0	8	8	6
LOC124906148	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A10	0	3	0	4	2	0	1	1	11	0	1	0
LOC105373722	0	0	0	0	0	0	0	0	0	0	0	0
DPP4	19175	20989	19726	17460	20173	13237	23784	18930	14669	18111	18045	19294
DPP4-DT	29	50	46	40	38	34	49	56	77	49	43	42
LOC101929532	0	3	0	0	0	0	0	0	0	3	0	0
GCG	2	0	0	0	5	0	0	0	2	0	1	1
FAP	0	0	0	2	0	0	1	0	0	0	0	0
LOC105373724	0	0	0	0	0	2	0	0	0	2	0	0
IFIH1	231	239	249	215	209	154	293	250	120	218	231	214
GCA	932	898	832	701	870	611	1010	873	740	781	696	759
KCNH7	0	0	0	0	0	3	0	0	0	2	1	0
LOC124906084	0	1	0	0	0	0	0	0	0	0	0	0
KCNH7-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373727	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985829	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373728	0	0	0	0	0	0	0	0	0	0	0	0
FIGN	2	0	0	0	0	1	0	0	0	1	0	6
LOC107985957	0	0	0	0	0	0	0	0	0	0	0	0
GRB14	363	361	345	283	318	173	353	335	353	316	229	329
COBLL1	2325	2483	2723	2013	2580	1745	2933	2509	1579	2204	2187	2305
SNORA70F	6	5	7	2	7	1	1	5	0	6	1	13
LOC101929633	44	42	35	51	55	38	44	33	30	36	48	39
SLC38A11	144	144	170	117	130	105	159	143	87	132	96	139
SCN3A	4	4	5	3	3	2	9	7	9	3	0	0
SCN2A	0	0	0	2	1	0	0	2	0	0	0	0
CSRNP3	2	8	13	4	3	3	3	5	3	0	3	0
LOC124906085	0	0	0	0	0	0	0	0	0	0	0	0
GALNT3	3204	3182	2970	2913	3187	2240	4053	3157	2220	3051	2950	3349
LOC124906086	7	13	9	17	9	11	17	15	4	12	15	19
LOC100506124	15	29	18	6	11	11	23	15	15	6	15	15
TTC21B	715	752	748	664	753	563	1023	953	431	657	678	767
TTC21B-AS1	9	3	2	13	2	1	7	1	3	2	1	2
LOC102724058	0	0	0	0	0	0	0	0	0	0	0	0
SCN1A	0	0	0	0	0	0	0	0	0	0	0	0
SCN1A-AS1	0	0	0	0	1	0	0	0	0	3	4	1
SCN9A	52	38	65	64	50	42	68	44	29	71	79	94
LOC124906181	0	0	0	0	0	0	0	0	0	0	0	0
SCN7A	3	5	8	0	0	0	10	0	7	0	2	2
LOC124906087	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985958	0	0	0	0	0	0	0	0	0	0	0	0
XIRP2	0	0	0	0	0	0	0	0	0	0	0	0
XIRP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
B3GALT1	16	5	3	2	5	2	2	13	2	3	4	12
B3GALT1-AS1	1	2	0	0	0	0	0	0	0	0	0	0
LOC124907903	0	0	0	0	0	0	0	0	0	0	0	0
STK39	343	308	359	256	317	183	385	284	232	314	276	334
LOC124906088	3	2	3	11	7	5	6	5	2	2	2	0
LOC107985959	2	1	0	0	0	0	0	0	0	0	0	0
LOC105373734	29	22	21	10	15	16	44	33	26	10	21	10
LOC102724081	57	39	57	39	52	32	51	64	87	77	69	72
CERS6	1963	1884	2091	1722	1996	1274	2286	2073	518	1945	1841	2241
MIR4774	0	0	0	3	0	0	0	0	0	0	1	0
CERS6-AS1	0	0	0	0	0	0	0	0	0	0	0	0
NOSTRIN	112	125	110	88	116	32	167	86	77	108	77	116
SPC25	14	12	13	10	11	7	9	11	6	3	9	9
LOC124907904	0	0	0	0	0	0	0	0	0	0	0	0
G6PC2	0	0	0	0	0	0	0	0	0	0	0	0
ABCB11	0	0	2	0	0	0	0	0	0	4	2	0
DHRS9	6	17	19	16	20	18	35	46	8	21	13	43
LRP2	1317	1342	1632	1272	1246	757	1858	1403	829	1579	1336	1382
BBS5	121	102	78	86	89	47	113	103	101	57	80	98
KLHL41	24	23	40	27	11	22	25	38	25	36	32	38
FASTKD1	673	777	694	575	646	449	949	859	614	623	614	669
PPIG	4436	4372	4167	3638	4208	2715	5158	3981	2814	3810	3412	4110
CFAP210	3	10	8	15	13	9	8	13	3	8	8	10
PHOSPHO2-KLHL23	0	0	0	0	0	0	0	0	0	0	0	0
PHOSPHO2	83	66	79	62	101	44	88	50	66	41	57	53
LOC124906089	161	162	150	137	136	92	169	139	126	138	118	107
LOC124900531	0	0	0	0	0	0	0	0	0	0	1	0
KLHL23	22	12	19	10	19	13	23	8	8	34	31	47
LOC124907905	0	0	0	0	0	1	0	0	0	0	0	0
SSB	3341	3335	3284	2720	3259	2100	4109	3273	3051	2921	2519	3273
METTL5	890	754	817	683	829	510	977	785	879	733	632	728
SNORD3K	4	5	5	2	6	1	0	0	0	1	1	0
UBR3	1411	1653	1499	1244	1500	1010	1763	1627	789	1430	1279	1477
MYO3B	15	8	14	23	11	21	29	43	9	19	13	11
LOC124906090	0	0	0	0	0	0	0	0	0	0	0	0
MYO3B-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100130256	26	23	18	17	22	5	27	31	13	12	10	20
ERICH2-DT	23	15	14	12	33	15	18	13	30	18	17	8
LINC01124	206	193	164	142	190	122	193	196	158	184	136	131
SP5	1467	1338	1123	1084	1139	680	1428	1288	1316	1149	1143	1474
ERICH2	212	264	183	173	156	130	218	204	179	192	185	238
GAD1	170	182	184	133	161	110	210	173	197	139	117	254
GORASP2	4698	5095	4809	4535	5029	3435	5984	5147	4564	4894	4590	5202
LOC124906091	9	10	12	9	12	9	31	15	30	16	20	30
TLK1	2441	2372	2335	2042	2450	1546	2836	2491	1576	2136	2063	2395
LOC124906092	15	18	22	19	15	7	54	21	81	45	28	46
LOC107983995	0	1	0	3	0	0	3	0	6	3	2	0
LOC105373737	11	0	1	7	3	3	6	0	3	1	1	0
METTL8	775	847	891	697	759	473	874	721	604	795	646	811
DCAF17	578	690	648	563	679	384	787	670	383	528	587	677
CYBRD1	151	142	122	146	123	115	150	162	120	116	162	125
DYNC1I2	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A12	0	1	2	0	4	0	0	0	0	3	0	0
LOC105373739	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373740	0	0	0	0	0	0	0	0	0	0	0	0
HAT1	1	0	2	2	2	0	0	0	0	5	0	1
LOC124905590	0	0	0	0	0	0	0	0	0	0	0	0
METAP1D	0	0	0	0	0	0	0	1	0	0	0	0
DLX1	0	0	0	0	0	0	0	0	0	0	0	0
DLX2	27	50	40	28	33	24	36	31	40	15	35	38
DLX2-DT	2	2	3	4	4	0	2	0	0	0	0	9
LOC105373741	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985960	4	6	2	2	3	4	3	8	2	5	3	6
LOC105373742	1	0	1	0	12	0	0	4	2	0	0	8
ITGA6	2915	2836	2756	2330	2766	1688	3390	2778	1473	2565	2348	2737
ITGA6-AS1	0	0	0	1	0	1	4	0	3	0	1	0
PDK1-AS1	27	23	29	32	19	15	41	29	7	16	19	0
PDK1	2017	2003	1887	1660	1805	1235	2695	2190	1285	1565	1485	1766
LOC124906146	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF4-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF4	31	28	11	25	34	9	12	10	10	4	9	15
MAP3K20	1404	1461	1398	1266	1383	992	1806	1468	937	1488	1434	1498
MAP3K20-AS1	30	11	20	20	10	27	12	24	17	16	17	28
LOC105373743	0	0	0	0	0	0	0	0	0	0	0	0
CDCA7	742	707	667	483	578	335	914	721	588	599	495	692
LOC105373744	1	0	0	0	0	0	0	0	0	0	0	0
LOC105373745	0	0	0	0	0	1	1	0	0	0	0	0
SP3	3851	3820	3852	3375	3775	2542	4671	3737	2273	3350	3073	3567
LINC01960	5	11	3	2	13	6	5	4	5	2	13	14
LOC105373746	0	2	0	0	0	0	0	0	1	0	1	0
OLA1	4335	4307	4288	3640	3954	2471	5533	4350	4005	3592	3544	3935
LOC124907906	20	16	23	26	40	18	43	46	50	20	42	43
LINC01305	6	2	7	2	3	4	14	4	3	6	7	0
LOC102724194	27	25	37	16	33	8	38	29	4	18	13	14
SP9	124	158	121	94	135	85	143	160	131	125	123	198
CIR1	1685	1565	1509	1375	1651	973	1885	1555	1793	1403	1425	1488
SCRN3	859	887	886	688	883	612	1024	830	846	776	708	888
GPR155	74	66	81	62	104	84	89	87	136	77	84	75
GPR155-DT	38	35	40	37	54	58	58	28	74	67	61	29
LOC124906097	2	1	14	20	9	6	11	17	20	24	5	13
LOC124906096	29	31	25	29	26	19	19	25	44	43	20	29
WIPF1	693	666	696	527	640	431	756	622	499	537	613	791
LOC124907907	119	136	120	104	133	56	132	110	140	97	118	97
H3P6	1484	1656	1554	1596	1540	1044	1933	1844	1758	1429	1342	1526
CHRNA1	24	21	30	40	32	16	17	20	18	13	24	13
LOC124907908	0	0	0	0	0	0	0	0	0	2	1	0
CHN1	6	13	19	16	12	14	28	15	20	16	15	6
ATF2	1346	1207	1270	1091	1251	816	1499	1287	899	1181	1038	1311
MIR933	1	1	2	0	0	0	0	5	0	3	0	0
ATP5MC3	8052	7871	7836	6544	7420	4546	9463	7635	8939	7208	6728	8044
LOC105373752	0	0	0	0	0	0	0	1	0	0	0	0
LOC107985962	108	95	102	127	101	76	144	143	91	210	149	163
LOC124907909	11	4	14	10	11	8	2	4	14	0	5	14
LNPK	1419	1388	1293	1153	1374	895	1706	1241	997	1330	1199	1347
LOC107985830	0	0	0	0	0	0	1	0	0	0	1	0
EVX2	0	0	0	0	0	3	3	0	3	0	0	0
HOXD13	2	3	0	0	2	0	0	0	0	0	0	0
HOXD12	0	0	0	0	0	0	0	0	0	0	0	0
HOXD11	0	0	0	0	0	0	0	0	0	0	0	0
HOXD10	0	0	0	0	0	0	0	0	0	0	0	5
HOXD9	0	2	0	0	2	2	1	1	0	0	3	0
LOC100129455	2	1	1	3	0	1	9	3	1	0	2	2
HOXD8	2	3	3	2	3	2	3	9	2	7	9	13
HOXD-AS2	2	0	0	0	3	0	3	10	0	0	0	0
LOC401021	1	5	3	5	4	3	16	0	5	2	3	7
MIR10B	5	1	2	2	1	1	2	0	1	0	0	0
HOXD4	2	15	17	6	15	14	11	5	7	5	7	6
HOXD3	0	5	4	0	1	0	4	3	15	0	4	9
HAGLR	26	23	13	7	22	20	17	21	16	9	15	19
HAGLROS	3	3	2	11	2	3	1	7	8	0	3	0
HOXD1	0	0	0	5	0	2	4	0	0	0	1	0
MIR7704	0	0	0	0	0	0	0	0	0	0	0	0
MTX2	1021	960	978	867	1114	589	1261	1029	1111	1043	954	1087
NRAL	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907910	2	2	2	2	0	2	12	2	10	0	5	4
MIR1246	0	0	0	0	0	0	0	0	0	0	0	0
LINC01116	0	0	0	0	0	0	0	0	0	0	3	0
LINC01117	0	1	0	0	0	0	2	0	0	0	0	0
LOC105369143	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929963	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373757	0	2	0	0	0	0	0	0	0	0	1	0
LOC105373756	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985965	0	1	0	0	0	0	0	0	0	0	0	0
LOC105373760	4	0	11	2	3	1	7	2	0	0	2	6
LOC105373759	35	13	9	19	33	4	16	22	11	8	12	33
MIR4444-1	0	0	0	0	4	0	1	0	0	0	1	0
HNRNPA3	10128	10423	10184	8262	10265	6395	12307	10036	9570	8311	7844	10125
NFE2L2	2669	2755	2807	2231	2713	1838	3181	2604	2299	2491	2428	2744
MIR3128	1	0	0	0	0	0	0	6	4	1	0	0
LOC100130691	129	164	146	97	109	80	208	123	106	114	103	128
MIR6512	1	0	0	0	0	0	1	0	0	4	0	0
LOC124906145	0	0	0	0	2	0	0	0	0	0	0	0
AGPS	4001	4069	4148	3514	4033	2552	5057	4131	2598	3569	3228	3961
LOC105373762	2	2	3	4	5	0	8	0	0	5	1	7
IFT70B	143	145	98	161	107	92	133	144	88	108	129	144
LOC124906098	3	5	0	0	1	0	1	3	7	3	0	0
IFT70A	158	145	124	130	149	101	194	158	85	109	84	130
PDE11A	5	5	5	9	8	3	9	2	2	0	12	4
PDE11A-AS1	0	1	0	0	0	0	0	0	0	0	0	1
LOC124906099	0	1	1	0	0	0	0	5	5	5	1	0
RBM45	268	311	329	218	285	178	304	257	287	211	196	225
OSBPL6	84	71	94	77	85	63	114	51	53	84	57	46
CHROMR	32	41	27	29	27	19	43	42	24	22	17	21
PRKRA	1307	1323	1251	1114	1359	748	1711	1298	1340	1259	1154	1328
PJVK	16	31	37	16	12	17	54	20	32	28	32	20
FKBP7	49	18	26	34	26	9	32	31	21	14	15	44
LOC124906102	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA3	514	545	546	512	573	325	674	494	546	576	570	575
LOC124907911	0	0	0	0	0	0	0	1	3	2	0	0
TTN-AS1	22	5	38	11	19	8	22	16	7	21	23	10
TTN	789	803	936	680	825	503	978	798	668	1060	786	907
LOC124906100	7	2	13	3	0	0	1	1	0	6	0	0
LOC124907912	0	0	0	0	0	0	0	0	0	0	5	0
LOC124906101	0	1	0	0	1	0	4	0	0	0	0	0
LOC101927055	2	0	0	0	1	1	3	0	1	0	0	0
CCDC141	249	266	289	202	302	180	384	300	143	290	250	286
LOC105373766	0	0	0	3	4	0	1	0	3	5	0	0
SESTD1	1790	1876	1768	1550	1779	1080	2269	1938	1123	1591	1542	1816
LOC124906166	2	6	1	2	5	0	9	0	1	3	0	0
ZNF385B	47	67	42	26	51	44	52	39	52	39	33	53
LOC101927073	0	0	0	0	0	0	0	0	0	0	0	0
MIR1258	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900526	0	0	0	0	0	0	0	0	0	0	0	0
CWC22	992	921	953	873	969	625	1260	956	695	784	757	881
EPCART	0	0	0	0	0	0	3	0	0	0	0	0
LOC105373768	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373769	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373770	0	0	0	0	0	0	0	0	0	0	0	0
SCHLAP1	0	1	0	0	0	0	4	0	0	0	0	0
LOC105373771	0	0	0	0	0	0	0	0	0	0	0	0
UBE2E3-DT	0	2	2	0	0	1	3	0	0	0	0	0
UBE2E3	485	401	350	327	307	207	387	385	394	274	287	435
LOC107985831	0	0	0	0	0	0	0	0	0	0	0	0
LINC01934	0	0	0	0	1	0	0	0	0	0	0	0
MIR4437	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907913	0	0	0	0	0	0	0	0	0	0	0	0
ITGA4	2	0	0	0	0	0	0	0	0	0	0	0
CERKL	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD1	0	0	0	0	0	0	0	0	0	0	0	0
ITPRID2	6123	6349	7050	5666	6438	4272	7375	6117	3389	5736	5509	5953
PPP1R1C	30	13	21	21	40	29	39	21	35	18	30	25
LOC102724288	0	0	0	0	0	0	0	0	0	0	0	0
PDE1A	3	1	3	0	5	0	6	6	4	1	2	7
LOC124907915	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907914	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929976	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC10	2490	2587	2593	2102	2601	1662	2938	2467	1748	2207	2021	2299
FRZB	16	13	10	9	14	4	12	7	13	17	11	6
LOC124907916	0	3	0	0	0	0	2	0	0	0	5	0
NCKAP1	8672	9067	8897	8005	9115	5888	11192	9247	5620	8626	8180	9153
LOC124900540	0	0	0	0	0	0	0	0	0	0	0	0
DUSP19	166	212	154	158	188	115	202	171	137	219	195	160
NUP35	357	415	374	320	364	220	456	401	394	349	309	421
LOC124907917	4	2	2	2	6	2	0	2	0	7	0	8
LOC124906103	66	78	77	62	66	41	74	60	93	64	52	44
LOC124907918	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906171	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373777	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724340	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373776	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AE1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985968	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373779	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373780	0	0	0	0	0	0	0	0	0	0	0	0
ZNF804A	0	0	2	0	4	0	0	0	0	0	0	0
LOC105373782	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373781	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985832	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907919	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906104	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900518	0	0	0	0	0	0	0	0	0	0	0	0
FSIP2-AS2	0	0	0	0	0	0	7	0	0	0	0	0
FSIP2	42	41	50	33	29	29	47	33	5	24	26	22
FSIP2-AS1	6	23	9	1	6	2	10	11	12	8	2	7
LINC01473	29	37	46	30	28	28	23	35	52	44	18	24
LOC105373785	64	87	82	71	65	59	102	100	61	68	68	57
ZC3H15	2959	3088	2942	2533	2688	1833	3597	2968	2510	2434	2451	2820
LOC124907920	0	4	8	0	5	1	2	6	1	0	0	10
LOC107985784	0	2	5	4	0	0	7	0	8	5	2	0
LOC124906105	7	6	3	2	2	2	3	7	8	4	5	5
ITGAV	4464	4668	4635	3867	4476	2859	5473	4324	2133	4082	3825	4204
FAM171B	482	525	492	436	505	367	597	494	331	473	428	533
ZSWIM2	0	0	0	0	0	0	0	0	0	0	0	0
CALCRL-AS1	11	14	21	23	15	9	25	27	29	10	15	23
LOC124906106	0	0	0	0	0	0	0	0	0	0	0	0
CALCRL	1	14	11	7	1	3	25	4	1	6	2	19
TFPI	5446	5437	4790	4439	5531	3433	7491	6023	5548	4642	4832	5248
LOC105373788	0	0	0	0	0	0	0	0	0	0	0	0
LINC01090	0	0	2	0	0	0	1	6	0	0	0	0
LOC124907927	0	0	0	0	0	0	0	0	0	0	0	0
GULP1	1111	1144	1327	1010	1217	865	1487	1328	716	1354	1369	1071
MIR561	0	2	2	2	7	4	0	0	2	0	1	2
LOC124906107	0	1	3	1	1	0	7	2	8	4	4	1
LOC105373790	0	0	0	0	0	0	1	0	0	0	0	0
DIRC1	0	0	0	0	0	0	0	0	0	0	2	0
LOC105373791	0	0	0	0	0	0	0	0	0	0	0	0
COL3A1	0	0	0	0	0	0	0	0	0	0	0	0
MIR1245A	0	0	0	0	0	0	0	0	0	0	0	0
MIR1245B	0	0	0	0	0	0	0	0	0	0	0	0
MIR3606	0	0	0	0	0	0	0	0	0	0	0	0
COL5A2	10013	10495	11419	9411	10050	6572	12220	10718	5795	10817	10034	10327
MIR3129	0	0	0	0	0	0	0	0	0	0	0	0
WDR75	1419	1421	1328	1239	1302	876	1768	1332	1122	1179	1143	1259
SLC40A1	15724	16605	17332	15129	16715	11214	19706	16595	11615	16298	15738	15828
ASNSD1	824	830	715	666	822	528	978	794	784	750	685	809
ASDURF	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373793	2	0	2	6	4	0	1	0	1	5	4	1
ANKAR	132	103	86	79	117	66	131	125	98	117	130	119
OSGEPL1	216	211	201	212	191	116	232	247	248	146	163	192
OSGEPL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ORMDL1	1451	1565	1476	1239	1414	1016	1835	1531	1677	1331	1193	1410
PMS1	473	469	468	357	467	272	657	441	479	393	358	509
LOC105373796	6	4	6	5	1	6	3	6	0	1	0	8
C2orf88	9	9	7	3	8	5	15	24	15	1	15	20
